"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명","기타내역2",
"1","인터넷컴퓨터게임시설제공업","03_05_05_P","4520000","CDFF2241022026000005","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 음봉면 산동리 431-10 태화상가 101호","충청남도 아산시 음봉면 음봉로 844, 행복한순복음교회","31458","성인PC","2026-01-23 13:18:37","I","2026-01-25 00:20:02","","208786.615872631","369459.137604717","인터넷컴퓨터게임시설제공업","유통관련업","0","","","59.38","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","","성인pc방",
"2","인터넷컴퓨터게임시설제공업","03_05_05_P","4010000","CDFF2241022026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 1736-1 중앙빌딩 105호","경기도 시흥시 중심상가2길 8, 중앙빌딩 105호 (정왕동)","15066","와라PC","2026-01-23 10:32:51","I","2026-01-25 00:20:02","","176556.418112912","427106.391922235","인터넷컴퓨터게임시설제공업","유통관련업","0","","성인PC방","26.61","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","",
"3","인터넷컴퓨터게임시설제공업","03_05_05_P","4520000","CDFF2241022026000004","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 배방읍 장재리 1729 천안아산 미소지움","충청남도 아산시 배방읍 희망로46번길 11-9, 천안아산 미소지움 121호","31470","테크노PC","2026-01-23 13:17:50","I","2026-01-25 00:20:02","","209159.812308255","365315.05595789","인터넷컴퓨터게임시설제공업","유통관련업","0","","","35.25","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인pc방",
"4","인터넷컴퓨터게임시설제공업","03_05_05_P","3080000","CDFF2241022026000002","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 319-7","서울특별시 강북구 삼양로 473, 1층 (수유동)","01029","럭키PC방","2026-01-23 09:15:58","I","2026-01-25 00:20:02","","201278.543442131","460344.541653359","인터넷컴퓨터게임시설제공업","유통관련업","0","","","27.25","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"5","인터넷컴퓨터게임시설제공업","03_05_05_P","3910000","CDFF2241022026000011","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 서정동 335-19","경기도 평택시 서정역로25번길 19, 1층 (서정동)","17783","하이원PC","2026-01-23 17:46:19","I","2026-01-25 00:20:02","","204780.322832259","394968.695724554","인터넷컴퓨터게임시설제공업","유통관련업","0","","","77.3","0","0","","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","","",
"6","인터넷컴퓨터게임시설제공업","03_05_05_P","5530000","CDFF2241022026000010","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 방교동 780-1","경기도 화성시 동탄기흥로257번가길 29, 동탄프리미엄아울렛 D동 1층 109호 (방교동)","18487","미녀PC","2026-01-23 10:21:48","I","2026-01-25 00:20:02","","208102.722165817","408779.613853533","인터넷컴퓨터게임시설제공업","유통관련업","0","","","27.5","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"7","인터넷컴퓨터게임시설제공업","03_05_05_P","4000000","CDFF2241022026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 원동 761-30 (주)주현시스템","경기도 오산시 대원로 25 (주)주현시스템 1층 101호 (원동)","18138","월드PC","2026-01-23 18:00:05","I","2026-01-25 00:20:02","","206258.988911939","404976.630844395","인터넷컴퓨터게임시설제공업","유통관련업","0","","AK홀덤(AK Holdem), AK맞고(AK Matgo), AK바둑이(AK Baduki)","40","0","0","","0","0","0","0","","","","","","","","","","","","5","","청소년이용불가","","","","","",
"8","인터넷컴퓨터게임시설제공업","03_05_05_P","3560000","CDFF2241022026000003","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 583-7","인천광역시 서구 가정로 191, 1층 108호 (석남동)","22795","오렌지PC","2026-01-23 17:34:06","I","2026-01-25 00:20:02","","170909.327365796","444451.224496635","인터넷컴퓨터게임시설제공업","유통관련업","0","","","44.11","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","9","","","","","","","",
"9","인터넷컴퓨터게임시설제공업","03_05_05_P","4470000","CDFF2241022026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 대소면 대풍리 437-1","충청북도 음성군 대소면 대금로 98","27671","베스트PC","2026-01-23 08:45:11","I","2026-01-25 00:20:02","","240530.490477901","387123.048192906","인터넷컴퓨터게임시설제공업","유통관련업","0","","","97.2","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"10","인터넷컴퓨터게임시설제공업","03_05_05_P","4390000","CDFF2241022026000001","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 봉방동 147-1 음향공연기획","충청북도 충주시 봉방13길 7, 음향공연기획 1층 (봉방동)","27426","정보PC방","2026-01-23 11:07:15","I","2026-01-25 00:20:02","","281804.995341786","386272.697971251","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC","54.46","0","0","","0","0","0","0","","","","","","","","","","","","8","","청소년이용불가","","","","","",
"11","인터넷컴퓨터게임시설제공업","03_05_05_P","5680000","CDFF2241022023000018","2023-08-03","2026-01-19","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 당진시 송산면 동곡리 59-26","충청남도 당진시 송산면 송산로 886-1, 1층","31711","딸기PC","2026-01-23 09:34:44","U","2026-01-25 02:40:00","","173097.022635975","384877.493272029","인터넷컴퓨터게임시설제공업","유통관련업","0","","","48","1","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","",
"12","인터넷컴퓨터게임시설제공업","03_05_05_P","3550000","CDFF2241022023000011","2023-08-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 계산동 957-18","인천광역시 계양구 계산천동로7번길 2 (계산동)","21053","잭팟 PC","2026-01-23 16:12:43","U","2026-01-25 02:40:00","","175494.644068028","448582.012673321","인터넷컴퓨터게임시설제공업","유통관련업","1","유흥업소밀집지역","","32.3","1","0","유통시설","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"13","인터넷컴퓨터게임시설제공업","03_05_05_P","5540000","CDFF2241022023000019","2023-08-01","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 경안동 123-7","경기도 광주시 경안안길 5, 1층 (경안동)","12755","스마일 PC","2026-01-23 17:07:21","U","2026-01-25 02:40:00","","222227.860488953","434738.68496788","인터넷컴퓨터게임시설제공업","유통관련업","0","","","28.49","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"14","인터넷컴퓨터게임시설제공업","03_05_05_P","3930000","CDFF2241022023000031","2023-08-04","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 선부동 1070-14 문정프라자","경기도 안산시 단원구 선부광장1로 26, 문정프라자 108호 (선부동)","15240","골드PC","2026-01-23 15:53:11","U","2026-01-25 02:40:00","","182923.824124947","426028.995440808","인터넷컴퓨터게임시설제공업","유통관련업","0","","","27.56","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"15","인터넷컴퓨터게임시설제공업","03_05_05_P","3220000","CDFF2241022019000014","2019-06-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 234-24","서울특별시 강남구 봉은사로29길 5, 1층 (논현동)","06109","논현PC","2026-01-23 18:43:13","U","2026-01-25 02:40:00","","202991.532710332","445088.969441836","인터넷컴퓨터게임시설제공업","유통관련업","","","","28.05","","","","","","","","","","","","","","","","","","","7","","","","","","","",
"16","인터넷컴퓨터게임시설제공업","03_05_05_P","4080000","CDFF2241022023000007","2023-06-21","","03","폐업","03","폐업","2025-12-28","","","","","","","경기도 안성시 공도읍 마정리 100-4","경기도 안성시 공도읍 가족공원길 29, 1층","17548","황제PC","2026-01-23 13:32:58","U","2026-01-25 02:40:00","","218211.456937041","390313.204659545","인터넷컴퓨터게임시설제공업","유통관련업","0","","PC 4대","34","0","0","","0","0","0","0","","","","","","","","","","","","4","","청소년이용불가","","","","","성인PC방",
"17","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022024000017","2024-09-04","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 호계동 258-2 지상2층","울산광역시 북구 동대16길 11, 지상2층 (호계동)","44227","공주PC","2026-01-23 13:15:04","U","2026-01-25 02:40:00","","412957.901791026","239139.425838452","인터넷컴퓨터게임시설제공업","유통관련업","4","기타","","137.59","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","8","","","","","","준주거지역","성인PC방",
"18","인터넷컴퓨터게임시설제공업","03_05_05_P","5680000","CDFF2241022024000020","2024-07-31","2026-01-19","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 당진시 송산면 유곡리 355-7","충청남도 당진시 송산면 송산로 721, 1층","31711","송산PC게임존","2026-01-23 09:32:57","U","2026-01-25 02:40:00","","172256.548257049","383603.193925332","인터넷컴퓨터게임시설제공업","유통관련업","0","","","99","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC",
"19","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022008000070","2008-05-21","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 무거동 581-1","울산광역시 남구 대학로43번길 18-14, 3층 (무거동)","44616","루체PC","2026-01-23 14:51:09","U","2026-01-25 02:40:00","","404519.025587894","229142.017456096","인터넷컴퓨터게임시설제공업","유통관련업","","","","268.4","3","","근린생활시설","","44.2","","","","","","","","","","","","","","66","","","","","","","",
"20","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022020000002","2020-01-31","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 진장동 743 지상1층","울산광역시 북구 명촌1길 14-19, 지상1층 (진장동)","44254","잡초PC","2026-01-23 14:20:01","U","2026-01-25 02:40:00","","413733.846130804","231426.023625317","인터넷컴퓨터게임시설제공업","유통관련업","4","","","41.4","1","0","","0","0","0","0","","","","","","","","","","","","5","","","","","","","성인PC방",
"21","인터넷컴퓨터게임시설제공업","03_05_05_P","3540000","CDFF2241022026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 십정동 422-11 두두빌딩","인천광역시 부평구 배곶로 8, 두두빌딩 4층 (십정동)","21452","초대PC게임랜드","2026-01-23 14:35:49","U","2026-01-25 02:40:00","","173394.312850419","440906.14311472","인터넷컴퓨터게임시설제공업","유통관련업","0","","","234.14","0","0","","0","0","0","0","","","","","","","","","","","","80","","청소년이용불가","","","","","",
"22","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022023000044","2023-05-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 무거동 1247-2","울산광역시 남구 정광로 15, 1층 (무거동)","44637","캔디PC","2026-01-23 14:51:52","U","2026-01-25 02:40:00","","406906.553643708","229948.77694545","인터넷컴퓨터게임시설제공업","유통관련업","0","","","71.14","0","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"23","인터넷컴퓨터게임시설제공업","03_05_05_P","3440000","CDFF2241022021000009","2021-10-12","","01","영업/정상","13","영업중","","","","","","","","대구광역시 남구 대명동 3025-3","대구광역시 남구 대경길 339, 1층 (대명동)","42458","황금PC","2026-01-23 11:22:07","U","2026-01-25 02:40:00","","342114.803975752","262176.444351385","인터넷컴퓨터게임시설제공업","유통관련업","0","","","22.85","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","5","","","","","","일반주거지역","성인PC방",
"24","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022021000020","2021-10-19","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 연암동 437-1 지상1층","울산광역시 북구 상방1길 25, 지상1층 (연암동)","44244","보물섬PC","2026-01-23 14:52:24","U","2026-01-25 02:40:00","","414394.564302409","233975.571966986","인터넷컴퓨터게임시설제공업","유통관련업","0","","","48","1","0","","0","0","0","0","","","","","","","","","","","","4","","","","","","","성인PC방",
"25","인터넷컴퓨터게임시설제공업","03_05_05_P","3700000","CDFF2241022021000047","2021-12-10","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 삼산동 1566-12","울산광역시 남구 삼산로301번길 8-19, 1층 (삼산동)","44713","라라PC","2026-01-23 13:19:21","U","2026-01-25 02:40:00","","412255.418340752","229354.474557044","인터넷컴퓨터게임시설제공업","유통관련업","0","","","64.48","1","0","","0","0","0","0","","","","","","","","","","","","8","","","","","","","성인PC방",
"26","인터넷컴퓨터게임시설제공업","03_05_05_P","3230000","CDFF2241022025000005","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 거여동 36-6","서울특별시 송파구 오금로 515, 1층 (거여동)","05768","럭셔리PC","2026-01-23 16:36:08","U","2026-01-25 02:40:00","","212855.912417754","443448.004047101","인터넷컴퓨터게임시설제공업","유통관련업","0","","","43","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","",
"27","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022023000004","2023-02-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 간석동 617-33","인천광역시 남동구 경원대로 952, 1층 1호 (간석동)","21502","로또 PC","2026-01-23 16:06:13","U","2026-01-25 02:40:00","","172551.88263835","440650.391256553","인터넷컴퓨터게임시설제공업","유통관련업","0","","","27.38","0","0","","0","0","0","0","","","","","","","","","","","","6","","","","","","","성인PC방",
"28","인터넷컴퓨터게임시설제공업","03_05_05_P","3290000","CDFF2241022018000004","2018-08-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 242-13","부산광역시 부산진구 서면로68번길 52, 3층 (부전동)","47286","COSTAR PC 서면본점","2026-01-23 09:42:59","U","2026-01-25 02:40:00","","387479.390387744","185887.136338202","인터넷컴퓨터게임시설제공업","유통관련업","9","","","337.29","3","0","판매시설","0","0","0","0","","","","","","","","","","","","103","","","","","","","",
"29","인터넷컴퓨터게임시설제공업","03_05_05_P","3680000","CDFF2241022020000007","2020-06-29","","01","영업/정상","13","영업중","","","","","","","","대전광역시 대덕구 비래동 146-27 1층","대전광역시 대덕구 우암로 421, 1층 (비래동)","34418","캔디PC","2026-01-23 14:06:59","U","2026-01-25 02:40:00","","240714.312330405","317357.599021048","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.39","0","0","","0","0","0","0","","","","","","","","","","","","5","","전체이용가","","","","","성인PC방",
"30","인터넷컴퓨터게임시설제공업","03_05_05_P","5710000","CDFF2241022017000003","2017-01-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 서원구 사창동 297-1","충청북도 청주시 서원구 내수동로 174, 1층 (사창동)","28649","복댕이PC","2026-01-23 15:50:29","U","2026-01-25 02:40:00","","241629.556329168","348216.675737281","인터넷컴퓨터게임시설제공업","유통관련업","3","기타","","60","2","1","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","일반주거지역","성인PC방",
"31","인터넷컴퓨터게임시설제공업","03_05_05_P","3490000","CDFF2241022018000014","2018-10-02","","03","폐업","03","폐업","2026-01-22","","","","","","","인천광역시 중구 인현동 29-5","인천광역시 중구 우현로83번길 7-1, 3층 (인현동)","22316","킹스PC방","2026-01-23 09:34:52","U","2026-01-25 02:40:00","","167180.206879468","441415.45554737","인터넷컴퓨터게임시설제공업","유통관련업","","기타","","165","","","근린생활시설","","","","","","","","","","","","","","","","94","","","","","","일반상업지역","",
"32","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022025000014","2025-06-20","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 호계동 270-1 지상1층","울산광역시 북구 동대중앙로 6, 지상1층 (호계동)","44227","체리PC","2026-01-23 15:11:43","U","2026-01-25 02:40:00","","412980.418953865","239015.731767288","인터넷컴퓨터게임시설제공업","유통관련업","5","기타","","98.36","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","","","","","준주거지역","성인PC방",
"33","인터넷컴퓨터게임시설제공업","03_05_05_P","3990000","CDFF2241022025000006","2025-06-11","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 금곡동 404-34","경기도 남양주시 사릉로 19-6, 금곡동 101호 (금곡동)","12234","행운PC방","2026-01-23 14:13:47","U","2026-01-25 02:40:00","","218222.652774051","459211.04042392","인터넷컴퓨터게임시설제공업","유통관련업","0","","","34.2","0","0","","0","0","0","0","","","","","","","","","","","","6","","청소년이용불가","","","","","",
"34","인터넷컴퓨터게임시설제공업","03_05_05_P","4050000","CDFF2241022025000014","2025-05-08","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 하갈동 279-27","경기도 용인시 기흥구 덕영대로2033번길 61, 2층 (하갈동)","17097","비타민PC게임","2026-01-23 15:47:18","U","2026-01-25 02:40:00","","208657.276567348","417739.701845141","인터넷컴퓨터게임시설제공업","유통관련업","0","","","99.12","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","9","","청소년이용불가","","","","일반주거지역","",
"35","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022021000004","2021-04-20","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 구월동 1535 누리자타운 107호","인천광역시 남동구 선수촌공원로23번길 10-21, 누리자타운 107호 (구월동)","21582","오다가다PC","2026-01-23 16:06:59","U","2026-01-25 02:40:00","","174143.57698431","437801.25172195","인터넷컴퓨터게임시설제공업","유통관련업","0","유흥업소밀집지역","기타게임물(PC)","48.67","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","8","","전체이용가","","","","일반상업지역","성인PC방",
"36","인터넷컴퓨터게임시설제공업","03_05_05_P","5680000","CDFF2241022025000006","2025-03-28","2026-01-19","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 당진시 송산면 유곡리 348-11 서영테크","충청남도 당진시 송산면 송산로 738, 1층","31711","언니PC","2026-01-23 09:35:01","U","2026-01-25 02:40:00","","172383.395794382","383710.378867238","인터넷컴퓨터게임시설제공업","유통관련업","0","","","32","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","","성인PC",
"37","인터넷컴퓨터게임시설제공업","03_05_05_P","5680000","CDFF2241022025000004","2025-03-14","2026-01-19","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","","충청남도 당진시 신평면 거산리 161-5 신평미치과","충청남도 당진시 신평면 거산3거리길 2, 2층","31748","도깨비PC","2026-01-23 09:24:23","U","2026-01-25 02:40:00","","177894.853910079","375243.504527087","인터넷컴퓨터게임시설제공업","유통관련업","0","","","161.98","0","0","","0","0","0","0","","","","","","","","","","","","15","","","","","","","성인PC",
"38","인터넷컴퓨터게임시설제공업","03_05_05_P","3530000","CDFF2241022025000008","2025-02-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 만수동 978-19 1층일부호","인천광역시 남동구 하촌서로 10, 1층 일부호 (만수동)","21539","제니PC","2026-01-23 17:12:33","U","2026-01-25 02:40:00","","176019.45888177","438630.784772777","인터넷컴퓨터게임시설제공업","유통관련업","0","","","33.93","0","0","","0","0","0","0","","","","","","","","","","","","7","","청소년이용불가","","","","","성인PC방",
"39","인터넷컴퓨터게임시설제공업","03_05_05_P","5350000","CDFF2241022025000011","2025-04-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 삼방동 665-11 ,1층","경상남도 김해시 삼안로 261, 1층 (삼방동)","50814","굿럭PC","2026-01-23 17:07:11","U","2026-01-25 02:40:00","","373726.727151149","196322.231204702","인터넷컴퓨터게임시설제공업","유통관련업","0","","","24.6","0","0","","0","0","0","0","","","","","","","","","","","","4","","","","","","","성인PC방",
"40","인터넷컴퓨터게임시설제공업","03_05_05_P","3620000","CDFF2241022009000050","2009-08-12","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 문흥동 187-2 (1층)","광주광역시 북구 면앙로121번길 79, 1층 (문흥동)","61169","홈런PC","2026-01-23 16:14:06","U","2026-01-25 02:40:00","","193242.175376306","186822.782943359","인터넷컴퓨터게임시설제공업","유통관련업","5","기타","","33","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","11","","전체이용가","","","","일반주거지역","성인PC방",
"41","인터넷컴퓨터게임시설제공업","03_05_05_P","3600000","CDFF2241022019000001","2019-01-02","","03","폐업","03","폐업","2026-01-23","","","","","","","광주광역시 서구 풍암동 645-5 3층","광주광역시 서구 풍암신흥로 22, 3층 (풍암동)","62052","아이센스리그PC","2026-01-23 16:26:10","U","2026-01-25 02:40:00","","187703.700874993","180104.884269412","인터넷컴퓨터게임시설제공업","유통관련업","4","","","198.8","3","","근린생활시설","","","","","","","","","","","","","","","","69","","","","","","일반주거지역","",
"42","인터넷컴퓨터게임시설제공업","03_05_05_P","3720000","CDFF2241022022000012","2022-05-23","","01","영업/정상","13","영업중","","","","","","","","울산광역시 북구 호계동 260-1","울산광역시 북구 동대16길 6, 지상1층 (호계동)","44227","킹콩PC","2026-01-23 15:35:45","U","2026-01-25 02:40:00","","412976.724945731","239080.499025511","인터넷컴퓨터게임시설제공업","유통관련업","0","","","200.18","0","0","","0","0","0","0","","","","","","","","","","","","10","","","","","","","성인PC방",
"43","인터넷컴퓨터게임시설제공업","03_05_05_P","4490000","CDFF2241022023000114","2023-11-15","","03","폐업","03","폐업","2026-01-22","","","","","","","충청남도 천안시 서북구 불당동 736 MS프라자빌딩","충청남도 천안시 서북구 검은들3길 5, MS프라자빌딩 107호 (불당동)","31163","KPC","2026-01-23 09:59:47","U","2026-01-25 02:40:00","","209818.290357238","367696.396011912","인터넷컴퓨터게임시설제공업","유통관련업","0","","","40.35","0","0","","0","0","0","0","","","","","","","","","","","","7","","","","","","","성인PC방",
"44","인터넷컴퓨터게임시설제공업","03_05_05_P","3710000","CDFF2241022023000043","2023-11-14","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 방어동 909-26","울산광역시 동구 화진길 40 (방어동)","44089","파라오PC","2026-01-23 14:36:32","U","2026-01-25 02:40:00","","419687.014104204","223825.622230043","인터넷컴퓨터게임시설제공업","유통관련업","3","기타","","101.05","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","50","","","","","","일반주거지역","",
